paper_id	name	clean_name	speakers/authors	author_list	num_authors	type	title_length_chars	title_length_words	abstract_length_chars	abstract_length_words	abstract_readability	total_text_length	total_word_count	paper_keywords	topic_cluster	cluster_theme	cluster_similarity	cluster_uniqueness	avg_similarity_to_others	novelty_score	impact_score	combined_score
645	Boosting Machine Unlearning via Ensembling Infinite Number of Functions on Task Arithmetic Simplex	Boosting Machine Unlearning via Ensembling Infinite Number of Functions on Task Arithmetic Simplex	Junhao Dong, Hao Zhu, Yifei Zhang, Xinghua Qu, Yew Soon Ong, Piotr Koniusz	['Junhao Dong', 'Hao Zhu', 'Yifei Zhang', 'Xinghua Qu', 'Yew Soon Ong', 'Piotr Koniusz']	6	Poster	98	13	1551	201	0.0	1649	214	task; fine; data; models; high	8	Optimization & Training	0.6846	0.601	0.3725	1.2614498138427734	0.0	1.2614498138427734
4295	Revisiting Residual Connections: Orthogonal Updates for Stable and Efficient Deep Networks	Revisiting Residual Connections: Orthogonal Updates for Stable and Efficient Deep Networks	Giyeong Oh, Woohyun Cho, 시열 김, Suhwan Choi, Youngjae Yu	['Giyeong Oh', 'Woohyun Cho', '시열 김', 'Suhwan Choi', 'Youngjae Yu']	5	Poster	90	11	1021	134	0.0	1111	145	s; training; learning; work; demonstrate	10	Deep Learning Architecture	0.6846	0.5813	0.3572	1.2614259719848633	0.0	1.2614259719848633
1067	CPO: Condition Preference Optimization for Controllable Image Generation	CPO: Condition Preference Optimization for Controllable Image Generation	Zonglin Lyu, Ming Li, Xinxin Liu, Chen Chen	['Zonglin Lyu', 'Ming Li', 'Xinxin Liu', 'Chen Chen']	4	Poster	72	8	1826	245	0.0	1898	253	image; images; error; method; model	4	Generative Models	0.6847	0.5355	0.3478	1.2610654830932617	0.0	1.2610654830932617
662	Brain-Informed Fine-Tuning for Improved Multilingual Understanding in Language Models	Brain-Informed Fine-Tuning for Improved Multilingual Understanding in Language Models	Anuja Negi, SUBBAREDDY OOTA, Anwar Nunez-Elizalde, Manish Gupta, Fatma Deniz	['Anuja Negi', 'SUBBAREDDY OOTA', 'Anwar Nunez-Elizalde', 'Manish Gupta', 'Fatma Deniz']	5	Poster	85	9	1411	188	0.0	1496	197	brain; language; language models; multilingual; models	14	Optimization & Training	0.6848	0.5402	0.3036	1.2608599662780762	0.0	1.2608599662780762
184	Advancing Machine-Generated Text Detection from an Easy to Hard Supervision Perspective	Advancing Machine-Generated Text Detection from an Easy to Hard Supervision Perspective	Chenwang Wu, Yiu-ming Cheung, Bo Han, Defu Lian	['Chenwang Wu', 'Yiu-ming Cheung', 'Bo Han', 'Defu Lian']	4	Poster	87	11	1418	180	0.0	1505	191	framework; domain; target; llm; extensive experiments	14	Optimization & Training	0.6849	0.5401	0.3434	1.2604293823242188	0.0	1.2604293823242188
2366	How to build a consistency model: Learning flow maps via self-distillation	How to build a consistency model: Learning flow maps via self-distillation	Nicholas Boffi, Michael Albergo, Eric Vanden-Eijnden	['Nicholas Boffi', 'Michael Albergo', 'Eric Vanden-Eijnden']	3	Poster	74	11	998	149	0.0	1072	160	models; based; tasks; low; design	0	Generative Models	0.6849	0.5824	0.3139	1.2603564262390137	0.0	1.2603564262390137
3776	Periodic Skill Discovery	Periodic Skill Discovery	Jonghae Park, Daesol Cho, Jusuk Lee, Dongseok Shim, Inkyu Jang, H. Jin Kim	['Jonghae Park', 'Daesol Cho', 'Jusuk Lee', 'Dongseok Shim', 'Inkyu Jang', 'H. Jin Kim']	6	Poster	24	3	1286	174	0.0	1310	177	behaviors; diverse; tasks; learning; performance	7	Reinforcement Learning	0.685	0.5339	0.2995	1.2600064277648926	0.0	1.2600064277648926
1654	Entropic Time Schedulers for Generative Diffusion Models	Entropic Time Schedulers for Generative Diffusion Models	Dejan Stancevic, Florian Handke, Luca Ambrogioni	['Dejan Stancevic', 'Florian Handke', 'Luca Ambrogioni']	3	Poster	56	7	1243	184	0.0	1299	191	time; trained; models; performance; inference	4	Generative Models	0.6851	0.5353	0.3222	1.2596611976623535	0.0	1.2596611976623535
5815	Wonder Wins Ways: Curiosity-Driven Exploration through Multi-Agent Contextual Calibration	Wonder Wins Ways: Curiosity-Driven Exploration through Multi-Agent Contextual Calibration	Yiyuan Pan, Zhe Liu, Hesheng Wang	['Yiyuan Pan', 'Zhe Liu', 'Hesheng Wang']	3	Poster	89	9	1413	175	0.0	1502	184	multi; rewards; reward; environmental; human	7	Reinforcement Learning	0.6854	0.5336	0.2898	1.2582297325134277	0.0	1.2582297325134277
1331	Disentangling Superpositions: Interpretable Brain Encoding Model with Sparse Concept Atoms	Disentangling Superpositions: Interpretable Brain Encoding Model with Sparse Concept Atoms	Alicia Zeng, Jack Gallant	['Alicia Zeng', 'Jack Gallant']	2	Poster	90	10	1483	197	0.0	1573	207	representations; sparse; model; features; models	10	Deep Learning Architecture	0.6855	0.5808	0.3261	1.2581706047058105	0.0	1.2581706047058105
5799	Why Diffusion Models Don’t Memorize:  The Role of Implicit Dynamical Regularization in Training	Why Diffusion Models Don’t Memorize: The Role of Implicit Dynamical Regularization in Training	Tony Bonnaire, Raphaël Urfin, Giulio Biroli, Marc Mezard	['Tony Bonnaire', 'Raphaël Urfin', 'Giulio Biroli', 'Marc Mezard']	4	Poster	94	13	1320	186	0.0	1414	199	training; models; high; time; model	0	Generative Models	0.6855	0.5821	0.3793	1.2581682205200195	0.0	1.2581682205200195
4902	Stochastic Regret Guarantees for Online Zeroth- and First-Order Bilevel Optimization	Stochastic Regret Guarantees for Online Zeroth- and First-Order Bilevel Optimization	Parvin Nazari, Bojian Hou, Davoud Ataee Tarzanagh, Li Shen, George Michailidis	['Parvin Nazari', 'Bojian Hou', 'Davoud Ataee Tarzanagh', 'Li Shen', 'George Michailidis']	5	Poster	84	10	923	123	0.0	1007	133	framework; loss; tuning; approaches; based	12	Optimization & Training	0.6855	0.5873	0.2995	1.2578821182250977	0.0	1.2578821182250977
4202	REN: Fast and Efficient Region Encodings from Patch-Based Image Encoders	REN: Fast and Efficient Region Encodings from Patch-Based Image Encoders	Savya Khosla, Sethuraman T V, Barnett Lee, Alex Schwing, Derek Hoiem	['Savya Khosla', 'Sethuraman T V', 'Barnett Lee', 'Alex Schwing', 'Derek Hoiem']	5	Poster	72	10	1390	197	6.36	1462	207	image; based; using; methods; state art	5	Computer Vision	0.6857	0.5137	0.3273	1.2573914527893066	0.0	1.2573914527893066
4178	Reinforcement Learning Meets Masked Generative Models: Mask-GRPO for Text-to-Image Generation	Reinforcement Learning Meets Masked Generative Models: Mask-GRPO for Text-to-Image Generation	Yifu Luo, Xinhao Hu, Keyu Fan, Haoyuan Sun, Zeyu Chen, Bo Xia, Tiantian Zhang, Yongzhe Chang, Xueqian Wang	['Yifu Luo', 'Xinhao Hu', 'Keyu Fan', 'Haoyuan Sun', 'Zeyu Chen', 'Bo Xia', 'Tiantian Zhang', 'Yongzhe Chang', 'Xueqian Wang']	9	Poster	93	10	997	131	0.0	1090	141	grpo; approaches; existing; models; multi	7	Reinforcement Learning	0.6857	0.5335	0.3558	1.2572848796844482	0.0	1.2572848796844482
1501	Edit Flows: Variable Length Discrete Flow Matching with Sequence-Level Edit Operations	Edit Flows: Variable Length Discrete Flow Matching with Sequence-Level Edit Operations	Marton Havasi, Brian Karrer, Itai Gat, Ricky T. Q. Chen	['Marton Havasi', 'Brian Karrer', 'Itai Gat', 'Ricky T. Q. Chen']	4	Poster	86	11	918	115	0.0	1004	126	models; space; method; time; state	5	Computer Vision	0.6857	0.5137	0.3695	1.2572121620178223	0.0	1.2572121620178223
2751	Learning from Delayed Feedback in Games via Extra Prediction	Learning from Delayed Feedback in Games via Extra Prediction	Yuma Fujimoto, Kenshi Abe, Kaito Ariu	['Yuma Fujimoto', 'Kenshi Abe', 'Kaito Ariu']	3	Poster	60	9	1229	178	10.54	1289	187	time; prediction; convergence; learning; single	9	Reinforcement Learning	0.6857	0.5418	0.2236	1.2571227550506592	0.0	1.2571227550506592
3433	Nonlinearly Preconditioned Gradient Methods: Momentum and Stochastic Analysis	Nonlinearly Preconditioned Gradient Methods: Momentum and Stochastic Analysis	Konstantinos Oikonomidis, Jan Quan, Panagiotis Patrinos	['Konstantinos Oikonomidis', 'Jan Quan', 'Panagiotis Patrinos']	3	Poster	77	8	749	102	0.0	826	110	methods; training; diverse; method; neural	12	Optimization & Training	0.6858	0.5871	0.2615	1.2569315433502197	0.0	1.2569315433502197
593	Beyond Verifiable Rewards: Scaling Reinforcement Learning in Language Models to Unverifiable Data	Beyond Verifiable Rewards: Scaling Reinforcement Learning in Language Models to Unverifiable Data	Yunhao Tang, Sid Wang, Lovish Madaan, Remi Munos	['Yunhao Tang', 'Sid Wang', 'Lovish Madaan', 'Remi Munos']	4	Poster	97	12	1029	156	2.12	1126	168	rl; data; datasets; s; training	3	Reinforcement Learning	0.6859	0.5206	0.3489	1.256486415863037	0.0	1.256486415863037
73	Accelerating Video Diffusion Transformers with Sparse Attention via Semantic-Aware Permutation	Accelerating Video Diffusion Transformers with Sparse Attention via Semantic-Aware Permutation	Shuo Yang, Haocheng Xi, Yilong Zhao, Muyang Li, Jintao Zhang, Han Cai, Yujun Lin, Xiuyu Li, Chenfeng Xu, Kelly Peng, Jianfei Chen, Song Han, Kurt Keutzer, Ion Stoica	['Shuo Yang', 'Haocheng Xi', 'Yilong Zhao', 'Muyang Li', 'Jintao Zhang', 'Han Cai', 'Yujun Lin', 'Xiuyu Li', 'Chenfeng Xu', 'Kelly Peng', 'Jianfei Chen', 'Song Han', 'Kurt Keutzer', 'Ion Stoica']	14	Poster	94	10	1498	197	0.0	1592	207	tokens; critical; approach; methods; accuracy	4	Generative Models	0.6859	0.5347	0.3526	1.256338119506836	0.0	1.256338119506836
263	Algorithm- and Data-Dependent Generalization Bounds for Diffusion Models	Algorithm- and Data-Dependent Generalization Bounds for Diffusion Models	Benjamin Dupuis, Dario Shariatian, Maxime Haddouche, Alain Durmus, Umut Simsekli	['Benjamin Dupuis', 'Dario Shariatian', 'Maxime Haddouche', 'Alain Durmus', 'Umut Simsekli']	5	Poster	72	8	1385	200	0.0	1457	208	distribution; generalization; optimization; generative models; generative	8	Optimization & Training	0.6859	0.6003	0.337	1.2562134265899658	0.0	1.2562134265899658
1406	DPO: A Differential and Pointwise Control Approach to Reinforcement Learning	DPO: A Differential and Pointwise Control Approach to Reinforcement Learning	Minh Nguyen, Chandrajit Bajaj	['Minh Nguyen', 'Chandrajit Bajaj']	2	Poster	76	10	1090	137	0.0	1166	147	rl; reinforcement; reinforcement learning; efficiency; learning	7	Reinforcement Learning	0.6864	0.533	0.2841	1.254502773284912	0.0	1.254502773284912
4111	Reasoning Gym: Reasoning Environments for Reinforcement Learning with Verifiable Rewards	Reasoning Gym: Reasoning Environments for Reinforcement Learning with Verifiable Rewards	Zafir Stojanovski, Oliver Stanley, Joe Sharratt, Richard Jones, Abdulhakeem Adefioye, Jean Kaddour, Andreas Köpf	['Zafir Stojanovski', 'Oliver Stanley', 'Joe Sharratt', 'Richard Jones', 'Abdulhakeem Adefioye', 'Jean Kaddour', 'Andreas Köpf']	7	Poster	88	10	723	94	0.0	811	104	reasoning; learning; graph; task; datasets	3	Reinforcement Learning	0.6864	0.5202	0.2762	1.2543978691101074	0.0	1.2543978691101074
4741	Solving Continuous Mean Field Games: Deep Reinforcement Learning for Non-Stationary Dynamics	Solving Continuous Mean Field Games: Deep Reinforcement Learning for Non-Stationary Dynamics	Lorenzo Magnino, Kai Shao, Zida Wu, Jiacheng Shen, Mathieu Lauriere	['Lorenzo Magnino', 'Kai Shao', 'Zida Wu', 'Jiacheng Shen', 'Mathieu Lauriere']	5	Poster	92	11	1104	144	0.0	1196	155	world; multi; real world; learning; real	7	Reinforcement Learning	0.6865	0.5329	0.2836	1.2541108131408691	0.0	1.2541108131408691
3139	Mitigating Sexual Content Generation via Embedding Distortion in Text-conditioned Diffusion Models	Mitigating Sexual Content Generation via Embedding Distortion in Text-conditioned Diffusion Models	Jaesin Ahn, Heechul Jung	['Jaesin Ahn', 'Heechul Jung']	2	Poster	98	11	1471	199	0.0	1569	210	text; image; generation; quality; methods	11	Optimization & Training	0.6866	0.5473	0.2527	1.2536065578460693	0.0	1.2536065578460693
4514	SceneWeaver: All-in-One 3D Scene Synthesis with an Extensible and Self-Reflective Agent	SceneWeaver: All-in-One 3D Scene Synthesis with an Extensible and Self-Reflective Agent	Yandan Yang, Baoxiong Jia, Shujie Zhang, Siyuan Huang	['Yandan Yang', 'Baoxiong Jia', 'Shujie Zhang', 'Siyuan Huang']	4	Poster	87	11	1388	184	0.0	1475	195	visual; based; complex; generation; methods	1	Computer Vision	0.6867	0.5341	0.326	1.2530393600463867	0.0	1.2530393600463867
4416	SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment	SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment	Wonje Jeung, Sangyeon Yoon, Minsuk Kahng, Albert No	['Wonje Jeung', 'Sangyeon Yoon', 'Minsuk Kahng', 'Albert No']	4	Poster	78	9	1308	182	4.11	1386	191	reasoning; alignment; complex; fine; methods	11	Optimization & Training	0.6869	0.5471	0.2701	1.2524082660675049	0.0	1.2524082660675049
1182	Deep RL Needs Deep Behavior Analysis: Exploring Implicit Planning by Model-Free Agents in Open-Ended Environments	Deep RL Needs Deep Behavior Analysis: Exploring Implicit Planning by Model-Free Agents in Open-Ended Environments	Riley Simmons-Edler, Ryan Badman, Felix Berg, Raymond Chua, John Vastola, Joshua Lunger, William Qian, Kanaka Rajan	['Riley Simmons-Edler', 'Ryan Badman', 'Felix Berg', 'Raymond Chua', 'John Vastola', 'Joshua Lunger', 'William Qian', 'Kanaka Rajan']	8	Poster	113	15	1747	234	0.0	1860	249	analysis; world; methods; learning; real world	7	Reinforcement Learning	0.6869	0.5326	0.3101	1.252265453338623	0.0	1.252265453338623
5011	TAI3: Testing Agent Integrity in Interpreting User Intent	TAI3: Testing Agent Integrity in Interpreting User Intent	Shiwei Feng, Xiangzhe Xu, Xuan Chen, Kaiyuan Zhang, Syed Ahmed, Zian Su, Mingwei Zheng, Xiangyu Zhang	['Shiwei Feng', 'Xiangzhe Xu', 'Xuan Chen', 'Kaiyuan Zhang', 'Syed Ahmed', 'Zian Su', 'Mingwei Zheng', 'Xiangyu Zhang']	8	Poster	57	8	1585	216	0.0	1642	224	tasks; language; based; semantic; memory	11	Optimization & Training	0.6872	0.5469	0.3073	1.251291275024414	0.0	1.251291275024414
892	Composite Flow Matching for Reinforcement Learning with Shifted-Dynamics Data	Composite Flow Matching for Reinforcement Learning with Shifted-Dynamics Data	Lingkai Kong, Haichuan Wang, Tonghan Wang, GUOJUN XIONG, Milind Tambe	['Lingkai Kong', 'Haichuan Wang', 'Tonghan Wang', 'GUOJUN XIONG', 'Milind Tambe']	5	Poster	77	9	1519	212	0.0	1596	221	dynamics; gap; target; flow; rl	7	Reinforcement Learning	0.6872	0.5324	0.3274	1.2511961460113525	0.0	1.2511961460113525
1313	DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization	DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization	Gang Li, Ming Lin, Tomer Galanti, Zhengzhong Tu, Tianbao Yang	['Gang Li', 'Ming Lin', 'Tomer Galanti', 'Zhengzhong Tu', 'Tianbao Yang']	5	Poster	86	9	2018	285	0.0	2104	294	grpo; discriminative; optimization; learning; bias	7	Reinforcement Learning	0.6872	0.5324	0.3657	1.2510828971862793	0.0	1.2510828971862793
2934	Long-Tailed Recognition via Information-Preservable Two-Stage Learning	Long-Tailed Recognition via Information-Preservable Two-Stage Learning	Fudong Lin, Xu Yuan	['Fudong Lin', 'Xu Yuan']	2	Poster	70	6	1074	134	0.0	1144	140	approach; performance; information; novel; datasets	8	Optimization & Training	0.6872	0.5995	0.328	1.2510125637054443	0.0	1.2510125637054443
616	BitMark for Infinity: Watermarking Bitwise Autoregressive Image Generative Models	BitMark for Infinity: Watermarking Bitwise Autoregressive Image Generative Models	Louis Kerner, Michel Meintz, Bihe Zhao, Franziska Boenisch, Adam Dziedzic	['Louis Kerner', 'Michel Meintz', 'Bihe Zhao', 'Franziska Boenisch', 'Adam Dziedzic']	5	Poster	81	9	1763	246	0.0	1844	255	generated; image; models; model; training	4	Generative Models	0.6873	0.5337	0.317	1.2506577968597412	0.0	1.2506577968597412
158	Adaptive Variance Inflation in Thompson Sampling: Efficiency, Safety, Robustness, and Beyond	Adaptive Variance Inflation in Thompson Sampling: Efficiency, Safety, Robustness, and Beyond	Feng Zhu, David Simchi-Levi	['Feng Zhu', 'David Simchi-Levi']	2	Poster	92	11	1366	184	0.0	1458	195	policy; approach; work; address; time	9	Reinforcement Learning	0.6875	0.5406	0.2576	1.2501928806304932	0.0	1.2501928806304932
4549	Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition	Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition	Andy Zou, Maxwell Lin, Eliot Jones, Micha Nowak, Mateusz Dziemian, Nick Winter, Valent Nathanael, Ayla Croft, Xander Davies, Jai Patel, Robert Kirk, Yarin Gal, Dan Hendrycks, J. Zico Kolter, Matt Fredrikson	['Andy Zou', 'Maxwell Lin', 'Eliot Jones', 'Micha Nowak', 'Mateusz Dziemian', 'Nick Winter', 'Valent Nathanael', 'Ayla Croft', 'Xander Davies', 'Jai Patel', 'Robert Kirk', 'Yarin Gal', 'Dan Hendrycks', 'J. Zico Kolter', 'Matt Fredrikson']	15	Poster	90	13	1121	153	0.0	1211	166	ai; policy; scale; size; robustness	11	Optimization & Training	0.6876	0.5466	0.2839	1.2494244575500488	0.0	1.2494244575500488
1589	Emergent Risk Awareness in Rational Agents under Resource Constraints	Emergent Risk Awareness in Rational Agents under Resource Constraints	Daniel Jarne Ornia, Nicholas Bishop, Joel Dyer, Wei-Chen Lee, Anisoara Calinescu, Doyne Farmer, Michael Wooldridge	['Daniel Jarne Ornia', 'Nicholas Bishop', 'Joel Dyer', 'Wei-Chen Lee', 'Anisoara Calinescu', 'Doyne Farmer', 'Michael Wooldridge']	7	Poster	69	9	1245	165	0.0	1314	174	human; models; reasoning; work; limited	9	Reinforcement Learning	0.6877	0.5405	0.2628	1.2493922710418701	0.0	1.2493922710418701
1126	Data-Dependent Regret Bounds for Constrained MABs	Data-Dependent Regret Bounds for Constrained MABs	Gianmarco Genalti, Francesco Emanuele Stradi, Matteo Castiglioni, Alberto Marchesi, Nicola Gatti	['Gianmarco Genalti', 'Francesco Emanuele Stradi', 'Matteo Castiglioni', 'Alberto Marchesi', 'Nicola Gatti']	5	Poster	49	6	1442	217	18.5	1491	223	constraints; data; problem; high; analysis	9	Reinforcement Learning	0.6877	0.5405	0.2884	1.2493114471435547	0.0	1.2493114471435547
3951	Probing Equivariance and Symmetry Breaking in Convolutional Networks	Probing Equivariance and Symmetry Breaking in Convolutional Networks	Sharvaree Vadgama, Mohammad Islam, Domas Buracas, Christian A Shewmake, Artem Moskalev, Erik Bekkers	['Sharvaree Vadgama', 'Mohammad Islam', 'Domas Buracas', 'Christian A Shewmake', 'Artem Moskalev', 'Erik Bekkers']	6	Poster	68	8	1021	134	0.0	1089	142	performance; geometric; results; models; generation	10	Deep Learning Architecture	0.6877	0.5794	0.3742	1.249244213104248	0.0	1.249244213104248
2550	InstructRestore: Region-Customized Image Restoration with Human Instructions	InstructRestore: Region-Customized Image Restoration with Human Instructions	Shuaizheng Liu, Jianqi Ma, Lingchen Sun, Xiangtao Kong, Lei Zhang	['Shuaizheng Liu', 'Jianqi Ma', 'Lingchen Sun', 'Xiangtao Kong', 'Lei Zhang']	5	Poster	76	7	1518	202	0.0	1594	209	image; data; quality; work; training	4	Generative Models	0.6878	0.5334	0.2939	1.2488253116607666	0.0	1.2488253116607666
687	Bridging Critical Gaps in Convergent Learning: How Representational Alignment Evolves Across Layers, Training, and Distribution Shifts	Bridging Critical Gaps in Convergent Learning: How Representational Alignment Evolves Across Layers, Training, and Distribution Shifts	Chaitanya Kapoor, Sudhanshu Srivastava, Meenakshi Khosla	['Chaitanya Kapoor', 'Sudhanshu Srivastava', 'Meenakshi Khosla']	3	Poster	134	16	1652	213	0.0	1786	229	alignment; models; networks; representations; linear	10	Deep Learning Architecture	0.688	0.5793	0.3486	1.2481868267059326	0.0	1.2481868267059326
1767	Extragradient Method for $(L_0, L_1)$-Lipschitz Variational Inequalities	Extragradient Method for -Lipschitz Variational Inequalities	Sayantan Choudhury, Nicolas Loizou	['Sayantan Choudhury', 'Nicolas Loizou']	2	Poster	60	6	1251	172	0.0	1311	178	step; propose; novel; method; scale	12	Optimization & Training	0.6881	0.5857	0.2586	1.2476909160614014	0.0	1.2476909160614014
363	A Plug-and-Play Query Synthesis Active Learning Framework for Neural PDE Solvers	A Plug-and-Play Query Synthesis Active Learning Framework for Neural PDE Solvers	Zhiyuan Wang, Jinwoo Go, Byung-Jun Yoon, Nathan Urban, Xiaoning Qian	['Zhiyuan Wang', 'Jinwoo Go', 'Byung-Jun Yoon', 'Nathan Urban', 'Xiaoning Qian']	5	Poster	80	11	1293	172	0.0	1373	183	pde; framework; neural; data; training	0	Generative Models	0.6883	0.5804	0.3334	1.2469911575317383	0.0	1.2469911575317383
4141	ReDi: Rectified Discrete Flow	ReDi: Rectified Discrete Flow	Jaehoon Yoo, Wonjung Kim, Seunghoon Hong	['Jaehoon Yoo', 'Wonjung Kim', 'Seunghoon Hong']	3	Poster	29	4	1242	166	0.0	1271	170	generation; data; high; models; multi	4	Generative Models	0.6883	0.5331	0.3242	1.2467823028564453	0.0	1.2467823028564453
3356	Near-Optimal Sample Complexity for Online Constrained MDPs	Near-Optimal Sample Complexity for Online Constrained MDPs	Chang Liu, Yunfan Li, Lin Yang	['Chang Liu', 'Yunfan Li', 'Lin Yang']	3	Poster	58	7	1677	231	0.0	1735	238	learning; algorithm; high; model; optimization	7	Reinforcement Learning	0.6884	0.5316	0.3124	1.2463417053222656	0.0	1.2463417053222656
5087	The Cost of Robustness: Tighter Bounds on Parameter Complexity for Robust Memorization in ReLU Nets	The Cost of Robustness: Tighter Bounds on Parameter Complexity for Robust Memorization in ReLU Nets	Yujun Kim, Chaewon Moon, Chulhee Yun	['Yujun Kim', 'Chaewon Moon', 'Chulhee Yun']	3	Poster	99	15	861	133	4.32	960	148	dataset; training; results; existing	12	Optimization & Training	0.6886	0.5854	0.3478	1.2456908226013184	0.0	1.2456908226013184
794	Chain-of-Zoom: Extreme Super-Resolution via Scale Autoregression and Preference Alignment	Chain-of-Zoom: Extreme Super-Resolution via Scale Autoregression and Preference Alignment	Bryan Sangwoo Kim, Jeongsol Kim, Jong Chul Ye	['Bryan Sangwoo Kim', 'Jeongsol Kim', 'Jong Chul Ye']	3	Poster	89	9	1022	136	0.0	1111	145	model; high; optimization; quality; diffusion	5	Computer Vision	0.6888	0.5115	0.3516	1.2448217868804932	0.0	1.2448217868804932
4374	Robust Policy Expansion for Offline-to-Online RL under Diverse Data Corruption	Robust Policy Expansion for Offline-to-Online RL under Diverse Data Corruption	Longxiang He, Deheng Ye, Junbo Tan, Xueqian Wang, Li Shen	['Longxiang He', 'Deheng Ye', 'Junbo Tan', 'Xueqian Wang', 'Li Shen']	5	Poster	78	10	1149	159	0.0	1227	169	online; rl; offline; policy; data	7	Reinforcement Learning	0.6889	0.5313	0.3153	1.2444140911102295	0.0	1.2444140911102295
2481	Improving Video Generation with Human Feedback	Improving Video Generation with Human Feedback	Jie Liu, Gongye Liu, Jiajun Liang, Ziyang Yuan, Xiaokun Liu, Mingwu Zheng, Xiele Wu, Qiulin Wang, Menghan Xia, Xintao Wang, Xiaohong Liu, Fei Yang, Pengfei Wan, Di ZHANG, Kun Gai, Yujiu Yang, Wanli Ouyang	['Jie Liu', 'Gongye Liu', 'Jiajun Liang', 'Ziyang Yuan', 'Xiaokun Liu', 'Mingwu Zheng', 'Xiele Wu', 'Qiulin Wang', 'Menghan Xia', 'Xintao Wang', 'Xiaohong Liu', 'Fei Yang', 'Pengfei Wan', 'Di ZHANG', 'Kun Gai', 'Yujiu Yang', 'Wanli Ouyang']	17	Poster	46	6	1406	178	0.0	1452	184	flow; reward; inference; time; models	5	Computer Vision	0.6891	0.5112	0.3666	1.243438720703125	0.0	1.243438720703125
418	A Stable Whitening Optimizer for Efficient Neural Network Training	A Stable Whitening Optimizer for Efficient Neural Network Training	Kevin Frans, Sergey Levine, Pieter Abbeel	['Kevin Frans', 'Sergey Levine', 'Pieter Abbeel']	3	Poster	66	9	1127	159	0.0	1193	168	learning; training; introduce; transformer; benchmark	13	Deep Learning Architecture	0.6892	0.5381	0.3555	1.243345022201538	0.0	1.243345022201538
4945	StyleGuard: Preventing Text-to-Image-Model-based Style Mimicry Attacks by Style Perturbations	StyleGuard: Preventing Text-to-Image-Model-based Style Mimicry Attacks by Style Perturbations	Yanjie Li, Wenxuan Zhang, Xinqi Lyu, Yihao LIU, Bin Xiao	['Yanjie Li', 'Wenxuan Zhang', 'Xinqi Lyu', 'Yihao LIU', 'Bin Xiao']	5	Poster	93	9	1508	192	0.0	1601	201	methods; image; models; diffusion; noise	4	Generative Models	0.6892	0.5324	0.2967	1.2430994510650635	0.0	1.2430994510650635
4941	StruDiCO: Structured Denoising Diffusion with Gradient-free Inference-stage Boosting for Memory and Time Efficient Combinatorial Optimization	StruDiCO: Structured Denoising Diffusion with Gradient-free Inference-stage Boosting for Memory and Time Efficient Combinatorial Optimization	Yu Wang, Yang Li, Junchi Yan, Yi Chang	['Yu Wang', 'Yang Li', 'Junchi Yan', 'Yi Chang']	4	Poster	141	15	1831	229	0.0	1972	244	inference; diffusion; aware; model; gradient	0	Generative Models	0.6893	0.5797	0.3317	1.2426583766937256	0.0	1.2426583766937256
5855	Zero-shot World Models via Search in Memory	Zero-shot World Models via Search in Memory	Federico Malato, Ville Hautamäki	['Federico Malato', 'Ville Hautamäki']	2	Poster	43	7	1010	154	12.03	1053	161	model; world; based; training; models	7	Reinforcement Learning	0.6893	0.531	0.346	1.2426097393035889	0.0	1.2426097393035889
2384	Hybrid Latent Representations for PDE Emulation	Hybrid Latent Representations for PDE Emulation	Ali Bekar, Siddhant Agarwal, Christian Hüttig, Nicola Tosi, David Greenberg	['Ali Bekar', 'Siddhant Agarwal', 'Christian Hüttig', 'Nicola Tosi', 'David Greenberg']	5	Poster	47	6	1139	147	0.0	1186	153	representations; latent; fine; features; based	0	Generative Models	0.6894	0.5797	0.3289	1.2424395084381104	0.0	1.2424395084381104
5035	TC-Light: Temporally Consistent Relighting for Dynamic Long Videos	TC-Light: Temporally Consistent Relighting for Dynamic Long Videos	Yang Liu, Chuanchen Luo, Zimo Tang, Yingyan Li, yuran Yang, Yuanyong Ning, Lue Fan, Junran Peng, ZHAO-XIANG ZHANG	['Yang Liu', 'Chuanchen Luo', 'Zimo Tang', 'Yingyan Li', 'yuran Yang', 'Yuanyong Ning', 'Lue Fan', 'Junran Peng', 'ZHAO-XIANG ZHANG']	9	Poster	66	8	1132	154	0.0	1198	162	video; temporal; ai; novel; method	4	Generative Models	0.6894	0.5323	0.3333	1.2422380447387695	0.0	1.2422380447387695
4928	Structural Causal Bandits under Markov Equivalence	Structural Causal Bandits under Markov Equivalence	Min Woo Park, Andy Arditi, Elias Bareinboim, Sanghack Lee	['Min Woo Park', 'Andy Arditi', 'Elias Bareinboim', 'Sanghack Lee']	4	Poster	50	6	962	142	5.32	1012	148	causal; agent; framework; knowledge; graph	9	Reinforcement Learning	0.6896	0.5392	0.2452	1.241757869720459	0.0	1.241757869720459
